sample_id,i_bits,o_bits,i_hex,o_hex,count,first_seed,first_cycle,first_pc_id,first_instr_rdata_id
686,0000011010110010101011110011000101100000,0010,0x6b2af3160,0x2,1,889,17853,8000295a,b8558593
687,0000011010110010101011110011000101101000,0010,0x6b2af3168,0x2,1,888,9198,8000252c,b8558593
688,0000011010110010101011110011000101110000,0010,0x6b2af3170,0x2,1,888,9168,80002514,b0558593
689,0000011010110011001011000010000110001000,0010,0x6b32c2188,0x2,3,888,9238,80002544,b0658593
690,0000011010110011001011000010100110000000,0010,0x6b32c2980,0x2,1,888,334,80000084,10658593
691,0000011010110011001011000010100110100000,0010,0x6b32c29a0,0x2,1,889,9,80000084,10658593
692,0000011010110011001011110011000101000000,0010,0x6b32f3140,0x2,1,888,668,8000014a,66658593
693,0000011010110011001011110011000101100000,0010,0x6b32f3160,0x2,1,889,17960,80002992,b8658593
694,0000011010110100000100000010000110101000,0000,0x6b41021a8,0x0,1,889,12021,80003d48,0085f5b3
695,0000011010110100001011000010000110000000,0010,0x6b42c2180,0x2,2,888,5329,80002406,00859593
696,0000011010110100001011000010000110001000,0010,0x6b42c2188,0x2,4,888,749,80000186,88858593
697,0000011010110100001011000010000110010000,0010,0x6b42c2190,0x2,1,888,1064,80000278,00859593
698,0000011010110100001011000010000110100000,0010,0x6b42c21a0,0x2,2,888,9146,80002500,00859593
699,0000011010110100001011000010000110110000,0010,0x6b42c21b0,0x2,2,888,8971,80002488,00859593
700,0000011010110100001011110011000101000000,0010,0x6b42f3140,0x2,5,888,1123,8000028e,00859593
701,0000011010110100001011110011000101001000,0010,0x6b42f3148,0x2,6,888,5385,80003e66,00859593
702,0000011010110100001011110011000101100000,0010,0x6b42f3160,0x2,3,888,3202,80002406,00859593
703,0000011010110100001011110011000101101000,0010,0x6b42f3168,0x2,3,888,1357,8000033c,00859593
704,0000011010110100001011110011000101110000,0010,0x6b42f3170,0x2,3,888,9010,800024a0,00859593
705,0000011010110100001011110011100101000000,0010,0x6b42f3940,0x2,4,888,3617,80003e66,00859593
706,0000011010110100001011110011100101100000,0010,0x6b42f3960,0x2,2,888,1221,800002cc,aa858593
707,0000011010110100001011110011100101110000,0010,0x6b42f3970,0x2,1,889,17601,800028d2,00859593
708,0000011010110100100010110011000101000000,0000,0x6b48b3140,0x0,1,889,7586,800035f6,0095e5b3
709,0000011010110100100010110011000101011000,0000,0x6b48b3158,0x0,1,889,1351,800035f6,0095e5b3
710,0000011010110100101010110011000101000000,0000,0x6b4ab3140,0x0,1,889,14069,80004146,0095d593
711,0000011010110100101010110011100101110000,0000,0x6b4ab3970,0x0,1,889,7001,80004146,0095d593
712,0000011010110100111010110011010001000000,0000,0x6b4eb3440,0x0,1,889,9853,800039f6,0095c5b3
713,0000011010110100111010110011100101100000,0000,0x6b4eb3960,0x0,1,889,4017,800039f6,0095c5b3
714,0000011010110100111101110011000101000000,0000,0x6b4f73140,0x0,2,889,4616,80003b74,a295f013
715,0000011010110101001011000010000110000000,0010,0x6b52c2180,0x2,1,889,454,800001b6,aaa58593
716,0000011010110101001011110011000101111000,0010,0x6b52f3178,0x2,1,888,792,800001b6,aaa58593
717,0000011010110101010100110011100101110000,0000,0x6b5533970,0x0,1,889,7964,800036c4,40a5d593
718,0000011010110101011010000010100110101000,0000,0x6b56829a8,0x0,1,889,2167,800036c4,40a5d593
719,0000011010110101100101110011000101100000,0000,0x6b5973160,0x0,1,889,8791,80003774,00b5f5b3
720,0000011010110110001000000010000110101000,0000,0x6b62021a8,0x0,1,889,12296,80003e08,00c5d1b3
721,0000011010110110001000110011000101001000,0000,0x6b6233148,0x0,1,889,5294,80003e08,00c5d1b3
722,0000011010110110001011000010000110000000,0010,0x6b62c2180,0x2,1,889,609,800001f2,ccc58593
723,0000011010110110001011000010100110000000,0010,0x6b62c2980,0x2,1,888,408,80000098,26c58593
724,0000011010110110001011110011000101100000,0010,0x6b62f3160,0x2,1,888,861,800001f2,ccc58593
725,0000011010110110001011110011000101111000,0010,0x6b62f3178,0x2,1,889,28,80000098,66c58593
726,0000011010110110011010000010000110001000,0000,0x6b6682188,0x0,1,889,2338,8000372e,00c5fb33
727,0000011010110110100000000010100110100000,0000,0x6b68029a0,0x0,1,889,4395,80003ad6,8ed5e813
728,0000011010110110100000000010100110110000,0000,0x6b68029b0,0x0,1,889,11148,80003ad6,8ed5e813
729,0000011010110110101101000010100110000000,0010,0x6b6b42980,0x2,1,889,2553,800037b0,00d5e5b3
730,0000011010110110101101000010100110100000,0010,0x6b6b429a0,0x2,1,889,8829,800037b0,00d5e5b3
731,0000011010110110101111110011000101000000,0000,0x6b6bf3140,0x0,1,889,7292,800041e2,00d5c5b3
732,0000011010110110101111110011000101111000,0000,0x6b6bf3178,0x0,1,889,14350,800041e2,00d5c5b3
733,0000011010110111000010110011100101100000,0000,0x6b70b3960,0x0,1,888,1649,8000303e,00e5e5b3
734,0000011010110111001011000010000110000000,0010,0x6b72c2180,0x2,1,888,947,80000222,eee58593
735,0000011010110111001011110011000101001000,0010,0x6b72f3148,0x2,1,889,716,80000222,eee58593
736,0000011010110111111100000010000110001000,0000,0x6b7f02188,0x0,1,888,5763,80003288,00f5c5b3
737,0000011010111000001011000010100110000000,0010,0x6b82c2980,0x2,1,888,1039,80000252,05058593
738,0000011010111000101011000010000110001000,0010,0x6b8ac2188,0x2,1,888,473,800000c6,11158593
739,0000011010111000101011110011000101111000,0010,0x6b8af3178,0x2,1,889,56,800000c6,11158593
740,0000011010111000110010000010000110110000,0000,0x6b8c821b0,0x0,1,889,12477,80003e56,0115c833
741,0000011010111000110010110011000101001000,0000,0x6b8cb3148,0x0,1,889,5462,80003e56,0115c833
742,0000011010111001001100110011000101100000,0000,0x6b9333160,0x0,2,889,2137,8000367a,4125d593
743,0000011010111001101011110011000101100000,0010,0x6b9af3160,0x2,1,889,140,800000f6,33358593
744,0000011010111001101011110011000101101000,0010,0x6b9af3168,0x2,1,888,538,800000f6,33358593
745,0000011010111010100100000010100110000000,0000,0x6ba902980,0x0,1,888,1192,800002ae,f755c2b7
746,0000011010111010100110000010000110001000,0000,0x6ba982188,0x0,1,888,2091,80003188,01559913
747,0000011010111010101011000010000110001000,0010,0x6baac2188,0x2,1,888,651,80000132,55558593
748,0000011010111010101011110011000101100000,0010,0x6baaf3160,0x2,1,889,189,80000132,55558593
749,0000011010111011001000110011000101100000,0000,0x6bb233160,0x0,1,888,1592,8000301c,0165d593
750,0000011010111011100000110011100101000000,0000,0x6bb833940,0x0,1,888,4103,80003200,0175cbb3
751,0000011010111011101011000010000110001000,0010,0x6bbac2188,0x2,1,889,300,80000162,77758593
752,0000011010111011101011000010000110100000,0010,0x6bbac21a0,0x2,1,888,687,80000162,77758593
753,0000011010111011101100000010000110111000,0000,0x6bbb021b8,0x0,1,889,6169,80004056,01759db3
754,0000011010111011101100000010100110100000,0000,0x6bbb029a0,0x0,1,889,13684,80004056,01759db3
755,0000011010111100101011110011000101100000,0010,0x6bcaf3160,0x2,1,889,408,8000019e,99958593
756,0000011010111100101011110011000101110000,0010,0x6bcaf3170,0x2,1,888,758,8000019e,99958593
757,0000011010111101100000110011000101101000,0000,0x6bd833168,0x0,1,889,11262,80003b32,01b59c93
758,0000011010111101101011000010000110010000,0010,0x6bdac2190,0x2,1,889,519,800001ce,bbb58593
759,0000011010111101101011110011000101100000,0010,0x6bdaf3160,0x2,1,888,819,800001ce,bbb58593
760,0000011010111110000101000010000110111000,0000,0x6be1421b8,0x0,1,889,7308,800041f0,01c5b133
761,0000011010111110000101110011000101100000,0000,0x6be173160,0x0,1,889,14354,800041f0,01c5b133
762,0000011010111110001000110011100101110000,0000,0x6be233970,0x0,1,889,955,800002dc,f1c5e4b7
763,0000011010111110010010110011100101100000,0000,0x6be4b3960,0x0,1,889,7427,800034d4,41c5d593
764,0000011010111110101011110011000101000000,0010,0x6beaf3140,0x2,1,889,683,8000020a,ddd58593
765,0000011010111110101011110011000101100000,0010,0x6beaf3160,0x2,1,888,896,8000020a,ddd58593
766,0000011010111111000000110011000101011000,0000,0x6bf033158,0x0,1,889,14226,800041aa,01e5db33
767,0000011010111111000000110011100101100000,0000,0x6bf033960,0x0,1,889,7149,800041aa,01e5db33
768,0000011010111111100101110011000101101000,0000,0x6bf973168,0x0,1,889,6422,800040b0,fff5f593
769,0000011010111111100101110011100101110000,0000,0x6bf973970,0x0,1,889,13828,800040b0,fff5f593
770,0000011010111111101010000010000110100000,0000,0x6bfa821a0,0x0,1,889,5140,80003dc4,fff58593
771,0000011010111111101010110011000101001000,0000,0x6bfab3148,0x0,1,889,12177,80003dc4,fff58593
772,0000011010111111110101110011000101100000,0000,0x6bfd73160,0x0,1,888,1905,800030da,fff5f593
773,0000011011000001100101110011000101000000,0000,0x6c1973140,0x0,1,889,12281,80003e02,40365613
774,0000011011000001100101110011100101010000,0000,0x6c1973950,0x0,1,889,5273,80003e02,40365613
775,0000011011000010100000000010000110001000,0000,0x6c2802188,0x0,1,889,13823,800040a2,40565613
776,0000011011000010100000000010100110000000,0000,0x6c2802980,0x0,1,889,6381,800040a2,40565613
777,0000011011000011001001000010100110110000,0000,0x6c32429b0,0x0,1,889,217,80000146,666665b7
778,0000011011000011001110000010000110001000,0000,0x6c3382188,0x0,1,888,667,80000146,666665b7
779,0000011011000011001110000010100110010000,0000,0x6c3382990,0x0,1,889,6069,80004030,00666833
780,0000011011000011001110110011000101110000,0000,0x6c33b3170,0x0,1,889,13624,80004030,00666833
781,0000011011000011100010110011000101000000,0000,0x6c38b3140,0x0,1,888,5670,8000323a,007672b3
782,0000011011000011110010000010100110000000,0000,0x6c3c82980,0x0,1,889,14589,80003580,00765613
783,0000011011000100001000110011000101001000,0000,0x6c4233148,0x0,1,889,11913,80003d02,00865613
784,0000011011000100011110110011100101000000,0000,0x6c47b3940,0x0,2,889,1488,8000363a,00864633
785,0000011011000100011111110011000101001000,0000,0x6c47f3148,0x0,1,889,12398,80003e3e,00866633
786,0000011011000100011111110011100101010000,0000,0x6c47f3950,0x0,1,889,5385,80003e3e,00866633
787,0000011011000100100000000010100110100000,0000,0x6c48029a0,0x0,1,889,4329,80003abe,00967033
788,0000011011000100100000000011100101110000,0000,0x6c4803970,0x0,1,889,11114,80003abe,00967033
789,0000011011000101100000000010000110101000,0000,0x6c58021a8,0x0,1,889,9592,80003958,40b60633
790,0000011011000101100000000010100110000000,0000,0x6c5802980,0x0,1,889,3414,80003958,40b60633
791,0000011011000101100011110011000101110000,0000,0x6c58f3170,0x0,1,889,5768,80003f56,40b60633
792,0000011011000101100011110011100101100000,0000,0x6c58f3960,0x0,1,889,13311,80003f56,40b60633
793,0000011011000101100111110011000101001000,0000,0x6c59f3148,0x0,1,889,7918,800036aa,40b60633
794,0000011011000101101000110011000101100000,0000,0x6c5a33160,0x0,1,889,2719,800037d6,00b67633
795,0000011011000101101000110011000101111000,0000,0x6c5a33178,0x0,1,889,8952,800037d6,00b67633
796,0000011011000110000110000010000110001000,0000,0x6c6182188,0x0,1,889,13378,80003f8c,40c65613
797,0000011011000110000110000010100110000000,0000,0x6c6182980,0x0,1,889,5839,80003f8c,40c65613
798,0000011011000110101110110011100101000000,0000,0x6c6bb3940,0x0,1,889,2969,80003860,40d656b3
799,0000011011000110111000000010100110000000,0000,0x6c6e02980,0x0,1,889,9258,800038ec,00d66633
800,0000011011000110111000000011000101100000,0000,0x6c6e03160,0x0,1,889,3241,800038ec,00d66633
801,0000011011000111001100110011000101100000,0010,0x6c7333160,0x2,1,888,6053,80003388,00e67633
802,0000011011000111011110000010100110001000,0000,0x6c7782988,0x0,2,889,4798,80003c74,00e65613
803,0000011011000111100100000011000101000000,0000,0x6c7903140,0x0,1,889,13230,80003f06,00f66633
804,0000011011000111100100000011100101100000,0000,0x6c7903960,0x0,1,889,5701,80003f06,00f66633
805,0000011011000111101000000010000110001000,0000,0x6c7a02188,0x0,1,889,11822,80003ca2,00f66633
806,0000011011000111101111110011000101100000,0010,0x6c7bf3160,0x2,1,889,4867,80003ca2,00f66633
807,0000011011000111110110110011000101001000,0000,0x6c7db3148,0x0,1,889,12263,80003df2,00f66633
808,0000011011000111110110110011000101100000,0000,0x6c7db3160,0x0,1,889,5243,80003df2,00f66633
809,0000011011000111111101000010100110000000,0000,0x6c7f42980,0x0,1,889,5324,80003e14,00f64633
810,0000011011000111111101110011000101101000,0000,0x6c7f73168,0x0,1,889,12300,80003e14,00f64633
811,0000011011001000111011110011000101000000,0000,0x6c8ef3140,0x0,1,888,1590,80003018,01165613
812,0000011011001001010011000010000110010000,0000,0x6c94c2190,0x0,1,889,12184,80003dca,0d266313
813,0000011011001001010011110011000101000000,0000,0x6c94f3140,0x0,1,889,5159,80003dca,0d266313
814,0000011011001001011110000010000110001000,0000,0x6c9782188,0x0,1,889,7026,80004158,01263f33
815,0000011011001001011110000010100110000000,0000,0x6c9782980,0x0,1,889,14125,80004158,01263f33
816,0000011011001010111101110011000101000000,0000,0x6caf73140,0x0,2,889,2136,80003678,01567613
817,0000011011001101100010110011000101000000,0000,0x6cd8b3140,0x0,1,889,13732,80004060,01b67613
818,0000011011001101100010110011000101001000,0000,0x6cd8b3148,0x0,1,889,6208,80004060,01b67613
819,0000011011001101101011000010000110001000,0000,0x6cdac2188,0x0,1,889,11078,80003aa0,01b60633
820,0000011011001101101011000010100110100000,0000,0x6cdac29a0,0x0,1,889,4300,80003aa0,01b60633
821,0000011011001101101100110011000101101000,0010,0x6cdb33168,0x2,1,888,1231,800002d4,c5b60613
822,0000011011001111000000000010000110000000,0000,0x6cf002180,0x0,1,888,4187,80003226,01e65c13
823,0000011011001111000011110011000101000000,0000,0x6cf0f3140,0x0,2,889,5460,80003e4e,3de64593
824,0000011011001111100000000010100110000000,0000,0x6cf802980,0x0,1,889,12082,80003d68,fff67613
825,0000011011001111100000110011000101000000,0000,0x6cf833140,0x0,1,888,6052,80003386,01f65613
826,0000011011001111110000000010100110100000,0000,0x6cfc029a0,0x0,1,889,6158,80004054,fff67613
827,0000011011001111110000000010100110101000,0000,0x6cfc029a8,0x0,1,889,13676,80004054,fff67613
828,0000011011010001001011000010000110100000,0000,0x6d12c21a0,0x0,1,889,10895,800039f8,0026f693
829,0000011011010001001011000010000110101000,0000,0x6d12c21a8,0x0,1,889,4026,800039f8,0026f693
830,0000011011010010010110000011000101101000,0000,0x6d2583168,0x0,1,889,11467,80003b8c,40468b33
831,0000011011010010101100000010000110011000,0000,0x6d2b02198,0x0,1,889,9800,800039e0,1e56bd13
832,0000011011010010101100000010000110100000,0000,0x6d2b021a0,0x0,1,889,4010,800039e0,1e56bd13
833,0000011011010100010100110011000101000000,0000,0x6d4533140,0x0,1,888,2062,8000317e,0086c6b3
834,0000011011010101001010110011000101100000,0000,0x6d52b3160,0x0,1,888,1790,80003078,00a6d693
835,0000011011010101100000110011000101101000,0000,0x6d5833168,0x0,1,889,13381,80003f96,40b686b3
836,0000011011010101100000110011100101000000,0000,0x6d5833940,0x0,1,889,5848,80003f96,40b686b3
837,0000011011010110000000110011000101011000,0000,0x6d6033158,0x0,1,889,7815,8000366e,00c69693
838,0000011011010110000000110011000101110000,0000,0x6d6033170,0x0,1,889,2097,8000366e,00c69693
839,0000011011010110000010110011000101111000,0000,0x6d60b3178,0x0,1,889,7309,800041f4,8ac6f513
840,0000011011010110000010110011100101100000,0000,0x6d60b3960,0x0,1,889,14355,800041f4,8ac6f513
841,0000011011010110100010000010000110001000,0000,0x6d6882188,0x0,1,889,4664,80003bd4,40d686b3
842,0000011011010110100010000010100110100000,0000,0x6d68829a0,0x0,2,889,8703,80003758,00d6f6b3
843,0000011011010111101101000010000110000000,0010,0x6d7b42180,0x2,1,889,5235,80003dde,6af6ba93
844,0000011011010111101101110011000101110000,0010,0x6d7b73170,0x2,1,889,12196,80003dde,6af6ba93
845,0000011011011000001101110011000101001000,0010,0x6d8373148,0x2,1,889,1011,800002f2,37068693
846,0000011011011010000111110011000101000000,0000,0x6da1f3140,0x0,2,889,2637,800037ba,014686b3
847,0000011011011011111100000010000110111000,0000,0x6dbf021b8,0x0,1,889,14201,80004198,9376ad93
848,0000011011011011111100000010100110000000,0000,0x6dbf02980,0x0,1,889,7117,80004198,9376ad93
849,0000011011011100010111000010100110000000,0000,0x6dc5c2980,0x0,1,889,6268,8000408c,9f86fa93
850,0000011011011100010111110011100101110000,0000,0x6dc5f3970,0x0,1,889,13748,8000408c,9f86fa93
851,0000011011011100100011110011100101100000,0000,0x6dc8f3960,0x0,1,888,6017,80003344,4196de93
852,0000011011011101001011000010000110111000,0000,0x6dd2c21b8,0x0,1,889,7003,80004148,01a6d693
853,0000011011011101001011110011100101100000,0000,0x6dd2f3960,0x0,1,889,14070,80004148,01a6d693
854,0000011011011110000100110011000101101000,0000,0x6de133168,0x0,1,889,14353,800041ec,01c6d2b3
855,0000011011011110000100110011100101100000,0000,0x6de133960,0x0,1,889,7306,800041ec,01c6d2b3
856,0000011011011110000110110011000101100000,0000,0x6de1b3160,0x0,1,888,5974,8000331c,01c6d493
857,0000011011011110111111000010000110111000,0000,0x6defc21b8,0x0,1,889,14319,800041c6,75d6a613
858,0000011011011110111111000010100110100000,0000,0x6defc29a0,0x0,1,889,3168,800038c6,01d6a433
859,0000011011011110111111110011000101101000,0000,0x6deff3168,0x0,1,889,9220,800038c6,01d6a433
860,0000011011011111100000000011000101110000,0000,0x6df803170,0x0,1,889,4013,800039ea,fff6f693
861,0000011011011111100000000011100101000000,0000,0x6df803940,0x0,1,889,9823,800039ea,fff6f693
862,0000011011100000001110000010000110001000,0010,0x6e0382188,0x2,1,888,442,800000ac,f2070713
863,0000011011100001001110000010000110001000,0010,0x6e1382188,0x2,2,888,679,80000150,00275713
864,0000011011100001001110000010000110101000,0010,0x6e13821a8,0x2,2,888,827,800001d4,00275713
865,0000011011100001001110000010100110000000,0010,0x6e1382980,0x2,3,888,568,80000120,00275713
866,0000011011100001001110000010100110010000,0010,0x6e1382990,0x2,1,888,952,80000228,00275713
867,0000011011100001001110000010100110110000,0010,0x6e13829b0,0x2,1,888,692,80000168,00275713
868,0000011011100001001110110011000101000000,0010,0x6e13b3140,0x2,3,888,475,800000cc,00275713
869,0000011011100001001110110011000101101000,0010,0x6e13b3168,0x2,2,888,653,80000138,00275713
870,0000011011100001001110110011000101110000,0010,0x6e13b3170,0x2,1,888,445,800000b4,00275713
871,0000011011100001001110110011000101111000,0010,0x6e13b3178,0x2,1,888,540,800000fc,00275713
872,0000011011100001001110110011100101100000,0010,0x6e13b3960,0x2,1,888,498,800000e4,00275713
873,0000011011100001001110110011100101110000,0010,0x6e13b3970,0x2,1,888,794,800001bc,00275713
874,0000011011100001111101110011000101001000,0000,0x6e1f73148,0x0,1,889,7424,800034c8,003746b3
875,0000011011100010000111110011000101100000,0000,0x6e21f3160,0x0,1,889,11343,80003b56,00476d93
876,0000011011100010001110000010000110001000,0010,0x6e2382188,0x2,1,888,6144,800033e8,f6470713
877,0000011011100010101101000010000110001000,0000,0x6e2b42188,0x0,1,889,13204,80003ef2,22577c13
878,0000011011100010101101110011000101000000,0000,0x6e2b73140,0x0,1,889,5678,80003ef2,22577c13
879,0000011011100011001010110011100101100000,0000,0x6e32b3960,0x0,1,889,7138,800041a4,42674713
880,0000011011100011001010110011100101110000,0000,0x6e32b3970,0x0,1,889,14205,800041a4,42674713
881,0000011011100011001110000010000110001000,0010,0x6e3382188,0x2,1,888,817,800001c6,e0670713
882,0000011011100100100000110011000101000000,0000,0x6e4833140,0x0,2,889,3501,800039aa,00977733
883,0000011011100100101000110011000101000000,0000,0x6e4a33140,0x0,2,889,6510,800040d0,40970733
884,0000011011100101001110000010000110001000,0010,0x6e5382188,0x2,1,888,894,80000202,dca70713
885,0000011011100101001110000010100110000000,0010,0x6e5382980,0x2,1,888,660,80000142,e8a70713
886,0000011011100101101011110011000101001000,0010,0x6e5af3148,0x2,3,888,474,800000ca,00b70733
887,0000011011100101101011110011000101100000,0010,0x6e5af3160,0x2,1,888,539,800000fa,00b70733
888,0000011011100101101011110011000101101000,0010,0x6e5af3168,0x2,3,888,444,800000b2,00b70733
889,0000011011100101101011110011000101110000,0010,0x6e5af3170,0x2,1,888,793,800001ba,00b70733
890,0000011011100101101011110011100101100000,0010,0x6e5af3960,0x2,7,888,669,8000014e,00b70733
891,0000011011100101101011110011100101110000,0010,0x6e5af3970,0x2,1,888,553,8000011e,00b70733
892,0000011011100101101111110011000101000000,0000,0x6e5bf3140,0x0,1,889,5265,80003dfa,00b77733
893,0000011011100101101111110011100101100000,0000,0x6e5bf3960,0x0,1,889,12266,80003dfa,00b77733
894,0000011011100101111010000010100110100000,0000,0x6e5e829a0,0x0,1,889,12037,80003d5c,00b70eb3
895,0000011011100110101101000010000110001000,0000,0x6e6b42188,0x0,1,889,7783,8000364c,00d75713
896,0000011011100110101101110011000101001000,0000,0x6e6b73148,0x0,1,889,1519,8000364c,00d75713
897,0000011011100110111010110011000101100000,0000,0x6e6eb3160,0x0,1,889,3330,8000391c,00d72b33
898,0000011011100110111010110011000101110000,0000,0x6e6eb3170,0x0,1,889,9469,8000391c,00d72b33
899,0000011011100111000010110011000101100000,0000,0x6e70b3160,0x0,2,889,4175,80003a52,00e76733
900,0000011011100111001110000010000110101000,0010,0x6e73821a8,0x2,1,888,727,8000017e,e4e70713
901,0000011011100111001110110011000101101000,0010,0x6e73b3168,0x2,1,888,467,800000be,f0e70713
902,0000011011100111010110110011000101110000,0000,0x6e75b3170,0x0,1,889,2095,80003668,00e75713
903,0000011011100111010110110011100101100000,0000,0x6e75b3960,0x0,1,889,7806,80003668,00e75713
904,0000011011100111101110000010000110001000,0010,0x6e7b82188,0x2,1,888,1018,80000246,f0f70713
905,0000011011100111101110000010000110010000,0010,0x6e7b82190,0x2,1,889,1027,800002fa,0cf70713
906,0000011011100111101110000010100110110000,0010,0x6e7b829b0,0x2,1,888,833,800001de,f0f70713
907,0000011011100111101110110011000101111000,0010,0x6e7bb3178,0x2,1,888,545,80000106,f0f70713
908,0000011011100111101110110011100101100000,0010,0x6e7bb3960,0x2,1,888,698,80000172,f0f70713
909,0000011011100111111110000010100110100000,0000,0x6e7f829a0,0x0,1,889,1481,80003632,00f710b3
910,0000011011100111111110110011100101000000,0000,0x6e7fb3940,0x0,1,889,7724,80003632,00f710b3
911,0000011011101000101110110011100101000000,0010,0x6e8bb3940,0x2,1,889,13492,80003fde,01177713
912,0000011011101000101110110011100101010000,0010,0x6e8bb3950,0x2,1,889,5969,80003fde,01177713
913,0000011011101000111100110011000101110000,0000,0x6e8f33170,0x0,1,889,2223,800036da,c3174a13
914,0000011011101000111100110011100101110000,0000,0x6e8f33970,0x0,1,889,8009,800036da,c3174a13
915,0000011011101001001110110011000101100000,0010,0x6e93b3160,0x2,1,888,684,8000015a,e7270713
916,0000011011101001001110110011100101100000,0010,0x6e93b3960,0x2,1,888,906,8000021a,db270713
917,0000011011101010000010110011100101110000,0000,0x6ea0b3970,0x0,1,889,12028,80003d52,41475713
918,0000011011101010010011110011000101101000,0000,0x6ea4f3168,0x0,1,889,12193,80003dd6,41475713
919,0000011011101010010011110011100101000000,0000,0x6ea4f3940,0x0,1,889,5174,80003dd6,41475713
920,0000011011101011001110000010000110101000,0010,0x6eb3821a8,0x2,1,888,485,800000d6,ef670713
921,0000011011101011001110110011000101110000,0010,0x6eb3b3170,0x2,1,888,756,80000196,e3670713
922,0000011011101011101001000010100110000000,0000,0x6eba42980,0x0,1,889,291,8000015e,777775b7
923,0000011011101011101110110011100101100000,0000,0x6ebbb3960,0x0,1,888,685,8000015e,777775b7
924,0000011011101101001110110011000101010000,0010,0x6ed3b3150,0x2,1,888,550,80000112,eba70713
925,0000011011101101001110110011100101100000,0010,0x6ed3b3960,0x2,1,888,961,80000232,d9a70713
926,0000011011101101011110000010000110001000,0000,0x6ed782188,0x0,1,889,2433,8000378c,01a75713
927,0000011011101101100001110011000101110000,0000,0x6ed873170,0x0,2,889,2142,80003686,01b77713
928,0000011011101110000011110011000101001000,0000,0x6ee0f3148,0x0,1,889,6101,8000403e,01c77713
929,0000011011101110000011110011100101000000,0000,0x6ee0f3940,0x0,1,889,13648,8000403e,01c77713
930,0000011011101110000110000010100110100000,0000,0x6ee1829a0,0x0,1,889,11014,80003a68,59c72413
931,0000011011101110000110110011100101010000,0000,0x6ee1b3950,0x0,1,889,4183,80003a68,59c72413
932,0000011011101110001110000010000110101000,0010,0x6ee3821a8,0x2,1,889,5183,80003dd8,41c75713
933,0000011011101110001110110011000101101000,0010,0x6ee3b3168,0x2,1,889,12194,80003dd8,41c75713
934,0000011011101111001110000010100110110000,0010,0x6ef3829b0,0x2,1,888,516,800000ee,ede70713
935,0000011011101111001110110011000101101000,0010,0x6ef3b3168,0x2,1,888,790,800001ae,e1e70713
936,0000011011101111100000110011000101100000,0000,0x6ef833160,0x0,1,889,13623,8000402e,fff70713
937,0000011011101111100000110011100101100000,0000,0x6ef833960,0x0,1,889,6062,8000402e,fff70713
938,0000011011101111100110110011100101000000,0000,0x6ef9b3940,0x0,1,889,11965,80003d1a,fff77713
939,0000011011101111101111110011000101001000,0000,0x6efbf3148,0x0,1,889,2968,8000385e,fff77713
940,0000011011110000001111000010000110000000,0010,0x6f03c2180,0x2,1,888,2982,8000238a,f8078793
941,0000011011110000001111110011000101000000,0010,0x6f03f3140,0x2,1,888,5659,80003f02,00078cb3
942,0000011011110000001111110011000101000010,0010,0x6f03f3142,0x2,1,888,4334,8000238a,f8078793
943,0000011011110000001111110011100101000000,0010,0x6f03f3940,0x2,1,888,8521,8000238a,f8078793
944,0000011011110000001111110011100101100010,0010,0x6f03f3962,0x2,1,888,3923,80003f02,00078cb3
945,0000011011110000011100000101000000000000,1100,0x6f0705000,0xc,5,888,8823,800023fa,00078cb3
946,0000011011110000011100000101000000000010,1100,0x6f0705002,0xc,2,888,4581,800023fa,00078cb3
947,0000011011110000011100000101000000001000,1100,0x6f0705008,0xc,1,888,8822,800023fa,00078cb3
948,0000011011110000011100000101100000000000,1100,0x6f0705800,0xc,6,888,8809,800023fa,00078cb3
949,0000011011110000011100000101100000000010,1100,0x6f0705802,0xc,2,888,8808,800023fa,00078cb3
950,0000011011110000011100000101100000010000,1100,0x6f0705810,0xc,2,888,8814,800023fa,00078cb3
951,0000011011110000011100000101100000100000,1100,0x6f0705820,0xc,2,888,8810,800023fa,00078cb3
952,0000011011110000011100000101100000110000,1100,0x6f0705830,0xc,2,888,8812,800023fa,00078cb3
953,0000011011110000011100000111000101000001,0000,0x6f0707141,0x0,2,888,4583,800023fa,00078cb3
954,0000011011110000011100000111000101100011,0000,0x6f0707163,0x0,1,888,3198,800023fa,00078cb3
955,0000011011110000011111011001000000000000,1100,0x6f07d9000,0xc,4,888,5654,80003efe,08078793
956,0000011011110000011111011001000000000010,1100,0x6f07d9002,0xc,2,888,5652,80003efe,08078793
957,0000011011110000011111111011000101000001,0000,0x6f07fb141,0x0,1,888,5658,80003efe,08078793
958,0000011011110000011111111011000101000011,0000,0x6f07fb143,0x0,1,888,3922,80003efe,08078793
959,0000011011110001110100000011000101000000,0000,0x6f1d03140,0x0,1,889,14548,80003568,1e37c693
960,0000011011110010000101110011000101000000,0000,0x6f2173140,0x0,1,889,7958,800036b6,80478613
961,0000011011110010011001000010000110000000,0000,0x6f2642180,0x0,1,889,13868,800040be,4047d193
962,0000011011110010011001000010000110110000,0000,0x6f26421b0,0x0,1,889,6436,800040be,4047d193
963,0000011011110010100110000010000110100000,0000,0x6f29821a0,0x0,1,889,11052,80003a84,0057d793
964,0000011011110010100110110011000101100000,0000,0x6f29b3160,0x0,1,889,4263,80003a84,0057d793
965,0000011011110011001100000010000110001000,0000,0x6f3302188,0x0,1,889,5264,80003df8,0067d793
